"","N2_whole.body_untreated_32793","N2_whole.body_treated_32794","N2_whole.body_untreated_34092","N2_whole.body_treated_34093","N2_whole.body_untreated_57751.57753","N2_whole.body_treated_57752.57754","WT_ASE.neurons_untreated_40634","WT_ASE.neurons_treated_40635","WT_ASE.neurons_untreated_40636","WT_ASE.neurons_treated_40637","WT_Serotonergic.neurons_untreated_52019","WT_Serotonergic.neurons_treated_52020","WT_Serotonergic.neurons_untreated_52021","WT_Serotonergic.neurons_treated_52022","WT_Dopaminergic.neurons_untreated_52624","WT_Dopaminergic.neurons_treated_52625","WT_Dopaminergic.neurons_untreated_52626","WT_Dopaminergic.neurons_treated_52627","WT_Glutamatergic.neurons_untreated_52628","WT_Glutamatergic.neurons_treated_52629","WT_Glutamatergic.neurons_untreated_52630","WT_Glutamatergic.neurons_treated_52631","WT_Ciliated.sensory.neurons_untreated_52632","WT_Ciliated.sensory.neurons_treated_52633","WT_Ciliated.sensory.neurons_untreated_52634","WT_Ciliated.sensory.neurons_treated_52635","WT_GABAergic.neurons_untreated_52636","WT_GABAergic.neurons_treated_52637","WT_GABAergic.neurons_untreated_52638","WT_GABAergic.neurons_treated_52639","WT_mechanosensory.neurons_untreated_58078","WT_mechanosensory.neurons_treated_58079","WT_mechanosensory.neurons_untreated_58080","WT_mechanosensory.neurons_treated_58081","WT_unc-86.expressing.neurons_untreated_58082","WT_unc-86.expressing.neurons_treated_58083","WT_unc-86.expressing.neurons_untreated_58084","WT_unc-86.expressing.neurons_treated_58085","WT_pharyngeal.neurons_untreated_61513","WT_pharyngeal.neurons_treated_61514","WT_pharyngeal.neurons_untreated_61681","WT_pharyngeal.neurons_treated_61516","WT_cholinergic.neurons_untreated_61682","WT_cholinergic.neurons_treated_61683","WT_cholinergic.neurons_untreated_61519","WT_cholinergic.neurons_treated_61684","WT_ceh-14.expressing.neurons_treated_65631","WT_ceh-14.expressing.neurons_untreated_65632","WT_ceh-14.expressing.neurons_treated_65633","WT_ceh-14.expressing.neurons_untreated_65634","WT_unc-42.expressing.neurons_treated_65635","WT_unc-42.expressing.neurons_untreated_65636","WT_unc-42.expressing.neurons_treated_65637","WT_unc-42.expressing.neurons_untreated_65638","WT_unc-3.expressing.neurons_untreated_72762","WT_unc-3.expressing.neurons_treated_72763","WT_unc-3.expressing.neurons_untreated_72764","WT_unc-3.expressing.neurons_treated_72765","WT_Pan.neurons_untreated_71820","WT_Pan.neurons_treated_71821","WT_Pan.neurons_untreated_78316","WT_Pan.neurons_treated_78317","WT_Pan.neurons_untreated_78318","WT_Pan.neurons_treated_78319","WT_Pan.neurons_untreated_78312","WT_Pan.neurons_treated_78313","WT_Pan.neurons_untreated_78314","WT_Pan.neurons_treated_78315"
"mir-1818",1076.97402899228,28.6309358649426,1706.40192941394,56.0107671495279,1558.67011119011,38.9908049874042,1394.98967659759,98.2499157319842,1501.06203872822,193.894761553883,1809.43334748101,188.314006398353,1198.79923604976,171.077382310765,1620.9781857714,90.4482708195215,1568.31939974985,97.5143152777222,1420.1137117799,79.9461506882374,1722.8418480542,86.1116938908343,1665.56713355278,102.538478497712,1297.184256352,138.251225258253,1281.52692939762,42.656132154363,1687.39613214754,55.9236073573994,1776.33350295763,78.3753527035309,1139.590505653,49.6219375010517,1128.7682613764,55.3516632134013,1859.24593682466,40.1077718751409,1205.77403543049,97.9611013277601,1794.06681456338,93.1317590257061,1755.3363905283,120.698544985667,1330.44991963238,67.3030653039336,103.457142457083,1115.5279672684,138.23249386477,1771.46021262647,72.4185637541971,1027.52869491971,121.958893003587,1625.72086514594,1276.24727174204,48.7980153938668,1682.94820190625,66.6416833640385,1727.82915794792,91.490295718979,1356.79891399713,141.543376567977,1407.11814077963,116.896210593603,1448.09751644156,99.7718407332742,1517.87713101824,89.2658692848465
"mir-1819",75.282511604654,0.115396839687757,72.4382899745364,0.1343225365176,54.3592137128177,0.225945625258628,53.9063310550545,0.018947087829092,74.1957443639542,0.123466569014645,45.8699650176005,0.845847625646251,78.6920218513154,0.252884060717029,69.4133813827885,0.022928399305641,55.8500806678299,0.022928399305641,53.9579457205499,0.0319480850973551,63.3479485992291,0.207644691934209,59.6243878708912,0.0346567900460512,63.9868909054626,0.221065069197677,69.4709155158281,0.044663786836178,59.9374294969062,0.320477178157726,56.3336388931275,0.0357344510661234,69.4080526098386,0.25416368147532,71.6069706694287,0.0958657124753211,54.6580408137606,0.403794673349681,55.7240945361224,0.0250228840693448,64.5277072028579,0.0250228840693448,66.2285503686036,0.0146837642340094,57.8550540846208,0.0146837642340094,0.0855735217501763,85.1413480747522,0.422429470682324,41.130892293975,0.136484444727203,90.7127875824578,0.067020540649105,39.9350613888617,59.7048248297988,0.025546712387806,54.5870653532124,0.025546712387806,41.1365574236958,0.272098189299824,52.3638584723742,0.195693101075001,60.578618342082,0.184147787311692,87.8705299118689,0.264978126130255,51.1892435907404,0.140213934830062
"mir-1820",7739.30468835677,160.765476125946,7726.7271044624,114.427468967962,8695.38348316953,102.590869098285,7627.91445586651,188.031466478215,10871.8318187611,236.232624907343,7223.90815238362,182.421710486063,10374.6363192819,204.362402229551,8274.87619009934,161.137087553135,9311.98234950334,235.878574147022,7454.87284966193,127.961159083704,10405.4337450336,148.762604262992,9291.17953520268,101.008968689228,7887.76543637909,141.347191150152,7930.12339927256,122.139691686686,9078.83125330846,127.879601053153,8901.73469236165,107.277716221598,9224.76786467672,103.803133687021,10035.2098847865,77.0940722167637,7555.91259461558,69.6773065014264,9713.09493885559,235.734052440862,7553.42522929118,198.987448384643,9961.27177685324,180.040593914352,7530.48572931913,144.943085535912,138.701752385871,10459.7488875976,183.731404843229,8549.89972332551,112.059662027908,10029.6266687035,148.287969329951,8334.40554089474,9459.51888884789,67.2514019870677,8406.52577468905,96.4825899209278,9965.6216804713,67.5572350996471,9249.76521484799,112.229338602377,8412.32463066975,87.657626741018,8861.58707021102,101.401034214044,8821.18098618217,87.1696119053401
"mir-1821",1326.01591831078,3.27459815870359,1556.74478564673,1.40536255833991,2078.73452415978,1.60342530148436,1369.87694538475,190.653776792966,2035.64522796642,256.98649507591,1433.83017952148,9.34366028578293,2081.57994805903,13.7899379101939,1440.25484630268,1.76744476074829,1915.15011936049,2.69932736225782,1536.57445243275,450.87202232759,1956.659722072,476.688697410992,1945.12569905321,739.428038405674,1636.11243672906,774.736723417326,1818.03163149112,2.27595918527299,1646.60942165218,1.03989285122692,1878.75954572823,0.860817715690466,1737.66131877233,1.97669909621109,2069.18390065909,5.68410411533665,1550.23270485556,4.1409004679256,1517.50281032847,1.45554345543349,1809.6546766216,3.14177918767662,1992.06145989798,127.662888193169,1597.49768737653,73.7706622004719,107.497933709478,1801.12574578864,63.2320895783708,1699.47517406614,5.61519673155832,2265.09209822127,3.37973556726168,1373.99731261056,1279.76078228391,34.2086724283213,2366.52570228385,44.9356400394905,1929.24091168718,682.423116482552,1934.08779253383,920.094878143524,1821.27278915689,979.901063466334,1723.49953138061,683.56551181115,1729.5299405032,606.177035107879
"mir-1822",2618.66461542611,11.4866995220641,2335.18200840378,8.56674670160699,2655.67815543918,7.37656044677016,2869.50410044423,13.1422408640908,2472.27948856605,9.49909386969028,2388.59710733869,8.385999653206,3052.41053023668,10.3359648327051,2468.78992122131,9.38022839456649,2928.39958267283,10.2753365343993,2682.66972508137,12.3212248046196,2780.98597255058,14.3363521882453,2610.44233966585,4.5489136606142,2593.68179878547,6.42991297566879,2486.60827663986,5.94269363765689,2689.28757665254,7.9435829102019,2326.33504739843,7.26614887669951,2973.26538910174,7.10064014622289,2366.40193731264,5.74777061929489,2960.61973347197,5.77422440341141,2498.955625429,11.6769756002306,3106.22743587769,9.3982938847463,3322.02796233036,10.0273864210368,2365.17150794819,9.43887804937268,6.70582581143486,2643.73576234178,4.74030880829904,2809.84795601687,7.51586957342287,3120.80951463819,6.04687092341393,2404.47953622236,2361.90547672242,6.88566940584037,3232.98954838389,6.37035395408384,2826.91410960524,4.09785221010382,2847.90114204401,5.8958732871755,2784.00559000702,5.35357777905254,2608.77916970347,6.83535164772006,2742.48956682179,4.73879300187943
"mir-1823",438.992565451006,4.61933685213431,540.952214582603,5.47898201610005,595.174662829672,3.37392825503192,599.181547730878,2.82059780868262,407.735959123928,3.38651783210133,497.972530254623,5.04025951893272,535.452551178869,6.15196462694559,427.251658107384,2.9102850929693,542.130800694734,3.35889037428388,497.639109848716,3.03817660057018,532.258187493236,2.01496713567086,574.457012917715,2.37166298726483,474.717691605198,1.6616356186055,508.642925759453,2.37760263300765,535.187998663864,1.62283454157038,505.178384241216,3.04433434281228,552.454152795505,2.11955582319828,507.649596749433,2.4783518243492,543.341298666084,1.82395183858926,467.833363832967,7.48885854787859,566.202827292639,5.72588407503714,500.464825853492,4.48694888692355,522.895939933834,3.17766220746528,2.39697297542699,614.989643879844,2.92304482611214,463.755624987589,4.42530614965172,607.671355299228,3.41078187907146,454.815004229853,484.964660577539,1.23986963798602,594.213033492914,0.97828648912472,572.750462943011,1.9206557738484,481.668436315162,2.31560502173436,462.681028915399,2.27557655645734,541.593415645149,2.61618519869657,537.219337309471,2.57610632408624
"mir-1824",801.708263366323,6.05030351678892,991.816798416968,6.11927893096374,1149.29634511732,3.9009506581899,1013.51389244192,4.89819068802897,1256.19145797142,8.18827014591873,971.550864403871,6.93545684018948,1231.31296822987,9.30995959540935,1081.32457678009,3.88397155249322,1139.20856209614,5.75811731016766,968.646777315563,34.3240526621205,1169.21743404758,45.9049344272546,1005.12526241805,59.5792411091923,1051.48035291003,91.5651829804959,936.728592887878,3.14929229463454,1153.13012985268,4.08767356097509,1173.73009499668,3.54807870816732,840.633962623573,2.20595199051238,814.67002519433,2.72658246125774,1171.346166945,2.24356637778321,949.822879414233,3.00053410976804,1210.99293112414,5.09283332737987,1339.82142968019,7.29471157613742,968.166990904005,5.04426283121305,10.0999615365495,775.77774521922,9.2342372592524,1296.00059294622,6.13546311957919,833.27969446516,7.78756073008631,1155.39871838474,805.452944347239,3.93032503449217,1409.23134548657,4.84362793423686,1146.78947715616,89.8638261016269,1094.93350149306,113.250026234,988.606972351693,117.509972134376,1054.39902635918,87.0012273529013,1120.86391970378,76.0394672031007
"mir-1828",40.1387931941739,0.0156314302921926,61.266080221499,0.0156314302921926,45.9213557282785,0.0197405804398475,35.7156153399019,0.0280186730543045,57.079485201431,0.0280186730543045,47.0254061919688,0.0212501300043416,45.1233860117621,0.0212501300043416,47.7684080679384,0.0180051217282006,55.2761873997726,0.0180051217282006,50.263809115368,0.0241905157048244,49.5001773516891,0.141964045095106,50.1318051133333,0.0210774946563679,45.3928814036171,0.0210774946563679,48.4844087746982,0.0249054708734071,45.7419650214486,0.0249054708734071,37.9623513147328,0.112708904640135,58.2020141942928,0.115900256196984,52.6971643584176,0.1298868201359,42.791495630143,0.0248601402432239,72.9505122182869,0.025210572564207,29.717977146148,0.025210572564207,43.3213387865768,0.128014305629515,52.2433428223023,0.0213969054193663,0.0972712247512719,34.3524622778631,0.0180480931071766,53.7992047329474,0.0156973907453459,71.9367149237696,0.0156973907453459,28.2851172077857,60.1548631524512,0.0403400112711515,34.4062700476457,0.103187134520089,32.552970323011,0.392542707457549,48.455471578645,0.249901613977693,50.6107211244771,0.465365437541974,50.9010896660436,0.157093016638021,47.2558291428978,0.0544265315316354
"mir-1829a",481.534557888061,0.661751035307994,704.765841644791,0.357712953509509,778.2550036935,0.480632125699831,612.406238852123,0.440303587676308,626.4215934746,0.242071755866017,527.631662456393,0.0436913610831133,592.300635313935,0.380676479284391,599.11028291051,0.0486437418388134,722.220288387635,0.395141926963938,574.957714570601,0.219195221866188,637.122480983359,0.0302212371403855,756.192886766019,1.08737905520171,579.085157070464,0.238778373476941,718.512849087766,1.44421911772506,639.193015477298,0.765059349692216,724.478725191996,0.439079606563948,516.194425403538,0.45370427829625,446.016210262207,0.359526205222395,950.484961900916,0.441204953519192,537.583910439825,0.246881407488207,709.938753188229,0.0315567674565466,533.03922826502,0.577029077366657,724.268513063799,0.232677097758056,0.397280360034048,614.516054519034,0.481027327636863,549.672359114969,0.321422145486605,921.83668541659,0.614493996784749,388.227304282428,579.353151557882,0.555379788934974,633.496296738307,0.239852174510177,593.997361810113,0.81593744966227,672.220843812173,1.38621021101033,632.643415631609,2.01396860420175,587.300212331937,0.230465168494506,639.515978591285,0.639023420814378
"mir-1829b",5436.65348414148,2.10853699673448,4178.45781779627,2.06950712358839,3907.71710659871,3.47010888402293,3852.81223796541,1.39571357552668,5303.95472597741,2.3857734519028,4558.7046673303,2.3487993801877,4532.53155631074,1.38451363187744,3990.61682035533,5.04028321491432,4708.0788331155,7.01721467301289,3983.31232404599,20.9771678461433,5160.24664366821,29.1595769712677,4902.56773356435,5.82171942320988,4366.25144729587,4.25462730732769,4197.27143481209,16.2426176614919,5138.00676771513,13.9662618445718,5004.48972821266,2.91091954043359,5238.06770507236,5.52934270304365,6020.15363494794,3.90288501836103,3919.0624761245,3.24010854078237,4212.77056112981,3.541724671936,4896.21177204218,3.48205488055701,4939.31065253303,105.883340935702,3908.87365577109,64.8180639317699,5.09749930936155,4458.66719694431,7.46000911483136,4672.25812150615,2.55938087652378,4025.28212671709,1.88170019420934,4700.34167336091,4089.68691760148,10.1833129489391,5205.35129193941,10.3839899335988,4628.3628201968,63.6533942844251,4350.14188402846,98.0361487724504,4322.05259863517,84.4564546733278,4757.40407812559,65.0396005323336,4465.54827700347,51.3504778925959
"mir-1829c",1396.34776557949,1.88368650866165,1275.35075753978,0.939105411050288,1713.37257675459,1.12727299601341,1353.58535305068,0.645249320595389,1619.21323658975,1.04537791575553,1223.84358090444,0.235021036225398,1663.32547613944,0.447079852870014,1249.58717207561,2.5279249404514,1543.54911462587,4.57093405549784,1170.19014218705,10.8048568270793,1725.80258533974,14.2288296184692,1566.1319415655,2.89158402058752,1419.1668897477,1.86036245054712,1487.78951605245,4.12324882296467,1504.0158832154,5.35768131020547,1492.1041679782,1.27170076146951,1717.52889424921,2.71899296094447,1920.95374171675,1.66070791966237,1283.38026507028,1.02512867265412,1482.34852890621,0.785265947252068,1486.01626032469,1.90732126797158,1476.38712424614,32.258900966555,1443.80449853854,29.4800392100139,3.06733434872912,1594.12153555788,2.96742618291751,1378.23099758039,0.915979989183588,1931.79760668632,0.958752941464652,1117.45096093391,1347.64745981232,4.1024987351609,1685.36142720431,6.2293682412783,1358.12786613568,34.0778236349522,1512.05974820542,46.7644835485433,1392.88826087442,43.3627364044727,1585.44180052686,30.4938274126334,1369.51837474705,21.1084367343817
